frame,track_id,class_name,warning_type,distance_m,ttc_s,x1,y1,x2,y2
1162,165,car,VEHICLE TOO CLOSE,6.6,1.0,1109.2,446.5,1280.0,651.1
1162,165,car,TTC WARNING,6.6,1.0,1109.2,446.5,1280.0,651.1
1163,110,car,FRONT OBJECT,23.4,,681.9,464.2,748.1,522.0
1163,155,car,VEHICLE TOO CLOSE,7.0,,1198.5,446.2,1264.3,640.2
1164,110,car,FRONT OBJECT,23.4,,682.0,464.1,748.2,521.7
1164,155,car,VEHICLE TOO CLOSE,6.7,,1199.5,446.8,1271.4,647.2
1165,110,car,FRONT OBJECT,23.5,,682.3,464.0,748.3,521.4
1165,155,car,VEHICLE TOO CLOSE,5.8,,1200.3,446.7,1280.0,678.0
1166,110,car,FRONT OBJECT,23.6,,682.5,463.9,748.5,521.2
1166,155,car,VEHICLE TOO CLOSE,6.0,,1211.5,444.8,1280.0,670.3
1167,110,car,FRONT OBJECT,23.6,,682.4,463.9,748.6,521.1
1167,155,car,VEHICLE TOO CLOSE,5.8,0.6,1218.6,450.3,1280.0,682.8
1167,155,car,TTC WARNING,5.8,0.6,1218.6,450.3,1280.0,682.8
1168,110,car,FRONT OBJECT,23.5,,682.4,463.7,748.8,521.1
1169,110,car,FRONT OBJECT,23.5,,682.4,463.7,749.0,521.2
1170,110,car,FRONT OBJECT,23.5,,682.5,463.7,749.1,521.1
1170,147,car,VEHICLE TOO CLOSE,7.3,1.0,1074.4,441.9,1280.0,626.2
1170,147,car,TTC WARNING,7.3,1.0,1074.4,441.9,1280.0,626.2
1171,110,car,FRONT OBJECT,23.5,,682.2,463.7,748.9,521.1
1171,147,car,VEHICLE TOO CLOSE,6.9,0.9,1077.1,441.3,1280.0,637.3
1171,147,car,TTC WARNING,6.9,0.9,1077.1,441.3,1280.0,637.3
1172,110,car,FRONT OBJECT,23.6,,682.2,463.7,748.8,521.0
1172,147,car,VEHICLE TOO CLOSE,6.7,0.8,1084.4,440.7,1280.0,643.5
1172,147,car,TTC WARNING,6.7,0.8,1084.4,440.7,1280.0,643.5
1173,110,car,FRONT OBJECT,23.5,,682.8,463.6,749.5,521.0
1173,147,car,VEHICLE TOO CLOSE,5.9,0.7,1080.3,439.8,1280.0,670.4
1173,147,car,TTC WARNING,5.9,0.7,1080.3,439.8,1280.0,670.4
1174,110,car,FRONT OBJECT,23.5,,683.2,463.6,750.0,521.0
1174,147,car,VEHICLE TOO CLOSE,5.1,0.5,1074.7,436.7,1280.0,701.5
1174,147,car,TTC WARNING,5.1,0.5,1074.7,436.7,1280.0,701.5
1175,110,car,FRONT OBJECT,23.6,,683.4,463.6,750.1,520.8
1176,110,car,FRONT OBJECT,23.6,,683.5,463.6,750.3,520.7
1176,155,car,VEHICLE TOO CLOSE,5.5,,1197.2,435.0,1276.1,682.5
1177,110,car,FRONT OBJECT,23.7,,683.8,463.6,750.4,520.5
1177,155,car,VEHICLE TOO CLOSE,4.8,,1196.1,417.2,1280.0,699.7
1178,110,car,FRONT OBJECT,23.8,,684.0,463.6,750.6,520.4
1178,155,car,VEHICLE TOO CLOSE,4.8,,1202.9,423.9,1280.0,705.1
1179,110,car,FRONT OBJECT,23.8,,684.2,463.5,750.8,520.2
1179,155,car,VEHICLE TOO CLOSE,5.4,,1215.6,436.1,1280.0,684.7
1180,110,car,FRONT OBJECT,23.8,,684.2,463.4,750.9,520.2
1181,110,car,FRONT OBJECT,23.8,,684.4,463.4,751.1,520.1
1182,110,car,FRONT OBJECT,23.9,,684.8,463.4,751.5,520.0
1183,110,car,FRONT OBJECT,23.9,,684.9,463.3,751.7,519.9
1184,110,car,FRONT OBJECT,23.8,,684.9,463.1,751.9,519.8
1185,110,car,FRONT OBJECT,23.8,,685.1,462.9,752.3,519.7
1186,110,car,FRONT OBJECT,23.7,,685.5,462.8,752.9,519.7
1187,110,car,FRONT OBJECT,23.7,,685.7,462.8,753.1,519.7
1188,110,car,FRONT OBJECT,23.8,,685.8,462.8,753.2,519.6
1189,110,car,FRONT OBJECT,23.7,,686.1,462.8,753.5,519.7
1190,110,car,FRONT OBJECT,23.7,40.7,686.4,462.7,754.0,519.7
1191,110,car,FRONT OBJECT,23.7,35.2,686.8,462.8,754.4,519.8
1192,110,car,FRONT OBJECT,23.7,44.9,686.9,462.8,754.5,519.9
1193,110,car,FRONT OBJECT,23.8,,687.3,462.9,754.6,519.7
1194,110,car,FRONT OBJECT,23.9,,687.4,463.0,754.5,519.5
1195,110,car,FRONT OBJECT,23.9,,687.5,462.9,754.4,519.4
1196,110,car,FRONT OBJECT,24.0,,687.7,462.9,754.4,519.2
1196,160,car,VEHICLE TOO CLOSE,7.5,1.1,1057.8,416.3,1280.0,597.3
1196,160,car,TTC WARNING,7.5,1.1,1057.8,416.3,1280.0,597.3
1197,110,car,FRONT OBJECT,24.0,,687.7,462.9,754.5,519.2
1197,160,car,VEHICLE TOO CLOSE,7.1,1.0,1059.8,414.8,1280.0,604.6
1197,160,car,TTC WARNING,7.1,1.0,1059.8,414.8,1280.0,604.6
1198,110,car,FRONT OBJECT,23.9,,687.6,462.9,754.4,519.3
1198,160,car,VEHICLE TOO CLOSE,7.0,1.0,1068.6,414.0,1280.0,606.8
1198,160,car,TTC WARNING,7.0,1.0,1068.6,414.0,1280.0,606.8
1199,110,car,FRONT OBJECT,24.0,,687.8,463.3,754.4,519.6
1199,160,car,VEHICLE TOO CLOSE,6.9,1.0,1076.5,411.5,1280.0,606.4
1199,160,car,TTC WARNING,6.9,1.0,1076.5,411.5,1280.0,606.4
1199,174,truck,VEHICLE TOO CLOSE,12.4,,956.4,362.8,1142.3,551.8
1200,110,car,FRONT OBJECT,24.0,,687.9,463.5,754.3,519.7
1200,160,car,VEHICLE TOO CLOSE,6.8,1.0,1082.0,409.9,1280.0,609.4
1200,160,car,TTC WARNING,6.8,1.0,1082.0,409.9,1280.0,609.4
1200,174,truck,VEHICLE TOO CLOSE,11.9,,959.4,361.1,1152.7,557.4
1201,110,car,FRONT OBJECT,24.0,,687.9,463.8,754.3,520.0
1201,160,car,VEHICLE TOO CLOSE,6.7,1.1,1086.8,408.9,1280.0,609.1
1201,160,car,TTC WARNING,6.7,1.1,1086.8,408.9,1280.0,609.1
1201,174,truck,VEHICLE TOO CLOSE,11.9,,961.4,360.0,1156.9,557.1
1202,110,car,FRONT OBJECT,23.8,,687.4,463.8,754.2,520.5
1202,160,car,VEHICLE TOO CLOSE,6.5,1.1,1092.7,406.9,1280.0,615.1
1202,160,car,TTC WARNING,6.5,1.1,1092.7,406.9,1280.0,615.1
1202,174,truck,VEHICLE TOO CLOSE,11.6,,963.1,358.3,1164.3,560.3
1203,110,car,FRONT OBJECT,23.7,,687.3,463.9,754.3,520.9
1203,160,car,VEHICLE TOO CLOSE,6.2,1.1,1099.8,404.9,1280.0,622.5
1203,160,car,TTC WARNING,6.2,1.1,1099.8,404.9,1280.0,622.5
1203,174,truck,VEHICLE TOO CLOSE,11.5,1.8,968.1,356.7,1171.1,559.5
1203,174,truck,TTC WARNING,11.5,1.8,968.1,356.7,1171.1,559.5
1204,110,car,FRONT OBJECT,23.6,23.6,687.3,463.9,754.4,521.1
1204,160,car,VEHICLE TOO CLOSE,6.0,1.2,1105.9,404.6,1280.0,629.6
1204,160,car,TTC WARNING,6.0,1.2,1105.9,404.6,1280.0,629.6
1204,174,truck,VEHICLE TOO CLOSE,11.5,2.2,970.9,355.0,1177.5,559.1
1204,174,truck,TTC WARNING,11.5,2.2,970.9,355.0,1177.5,559.1
1205,110,car,FRONT OBJECT,23.7,18.4,687.3,464.0,754.1,521.0
1205,160,car,VEHICLE TOO CLOSE,5.7,1.1,1108.3,398.6,1280.0,635.1
1205,160,car,TTC WARNING,5.7,1.1,1108.3,398.6,1280.0,635.1
1205,174,truck,VEHICLE TOO CLOSE,11.3,2.3,973.8,352.6,1185.1,559.7
1205,174,truck,TTC WARNING,11.3,2.3,973.8,352.6,1185.1,559.7
1206,110,car,FRONT OBJECT,23.7,18.1,687.1,464.0,753.9,520.9
1206,160,car,VEHICLE TOO CLOSE,4.8,0.7,1100.4,381.5,1280.0,662.4
1206,160,car,TTC WARNING,4.8,0.7,1100.4,381.5,1280.0,662.4
1206,174,truck,VEHICLE TOO CLOSE,10.9,2.1,971.6,350.3,1191.8,564.6
1206,174,truck,TTC WARNING,10.9,2.1,971.6,350.3,1191.8,564.6
1207,110,car,FRONT OBJECT,23.8,22.6,687.3,464.2,753.8,521.0
1207,160,car,VEHICLE TOO CLOSE,5.0,0.7,1119.0,381.0,1280.0,652.4
1207,160,car,TTC WARNING,5.0,0.7,1119.0,381.0,1280.0,652.4
1207,174,truck,VEHICLE TOO CLOSE,10.6,1.8,977.5,348.1,1204.2,568.7
1207,174,truck,TTC WARNING,10.6,1.8,977.5,348.1,1204.2,568.7
1208,110,car,FRONT OBJECT,23.8,25.7,687.3,464.3,753.6,521.1
1208,174,truck,VEHICLE TOO CLOSE,10.5,1.8,982.9,346.4,1213.2,570.2
1208,174,truck,TTC WARNING,10.5,1.8,982.9,346.4,1213.2,570.2
1209,110,car,FRONT OBJECT,23.7,32.6,686.6,464.3,753.2,521.3
1209,174,truck,VEHICLE TOO CLOSE,10.1,1.7,988.3,342.3,1226.4,573.4
1209,174,truck,TTC WARNING,10.1,1.7,988.3,342.3,1226.4,573.4
1210,110,car,FRONT OBJECT,23.6,40.6,685.9,464.2,752.7,521.5
1210,174,truck,VEHICLE TOO CLOSE,10.0,1.5,993.3,341.0,1236.3,575.6
1210,174,truck,TTC WARNING,10.0,1.5,993.3,341.0,1236.3,575.6
1211,110,car,FRONT OBJECT,23.4,37.9,685.0,464.0,752.3,521.7
1211,174,truck,VEHICLE TOO CLOSE,9.7,1.4,997.5,337.7,1250.4,580.1
1211,174,truck,TTC WARNING,9.7,1.4,997.5,337.7,1250.4,580.1
1212,110,car,FRONT OBJECT,23.3,23.3,684.4,464.1,751.9,522.1
1213,110,car,FRONT OBJECT,23.2,14.8,684.0,464.1,751.8,522.4
1214,110,car,FRONT OBJECT,23.1,10.0,684.0,464.2,751.6,522.5
1214,174,truck,VEHICLE TOO CLOSE,9.1,,1007.9,327.5,1275.9,584.3
1215,110,car,FRONT OBJECT,23.2,9.2,684.0,464.4,751.5,522.7
1215,178,car,VEHICLE TOO CLOSE,7.3,,1112.0,452.4,1280.0,636.5
1216,110,car,FRONT OBJECT,23.3,9.9,684.2,464.7,751.3,522.6
1216,174,truck,VEHICLE TOO CLOSE,8.8,,1016.2,321.6,1280.0,587.5
1217,110,car,FRONT OBJECT,23.5,15.2,684.9,465.1,751.5,522.7
1217,185,car,VEHICLE TOO CLOSE,5.5,,1189.2,431.5,1280.0,677.4
1218,110,car,FRONT OBJECT,23.5,38.0,685.1,465.3,751.7,522.8
1219,110,car,FRONT OBJECT,23.5,,685.1,465.5,751.7,522.9
1219,174,truck,VEHICLE TOO CLOSE,8.2,,1023.4,311.0,1280.0,595.1
1220,110,car,FRONT OBJECT,23.5,,685.0,465.5,751.8,523.0
1220,174,truck,VEHICLE TOO CLOSE,8.2,,1030.4,308.5,1280.0,592.5
1221,110,car,FRONT OBJECT,23.4,,684.9,465.5,751.8,523.2
1221,174,truck,VEHICLE TOO CLOSE,7.9,,1032.7,303.3,1280.0,598.1
1222,110,car,FRONT OBJECT,23.4,,685.0,465.7,751.8,523.3
1223,110,car,FRONT OBJECT,23.3,,684.5,465.6,751.7,523.5
1224,110,car,FRONT OBJECT,23.3,,684.2,465.6,751.5,523.6
1225,110,car,FRONT OBJECT,23.2,34.5,684.1,465.6,751.4,523.7
1226,110,car,FRONT OBJECT,23.2,19.9,683.9,465.7,751.3,523.9
1227,110,car,FRONT OBJECT,23.1,16.7,683.6,465.7,751.2,524.1
1228,110,car,FRONT OBJECT,23.1,15.9,683.4,465.7,751.1,524.2
1229,110,car,FRONT OBJECT,23.1,16.7,683.2,465.9,751.0,524.4
1230,110,car,FRONT OBJECT,22.9,15.4,682.8,465.9,750.9,524.9
1231,110,car,FRONT OBJECT,22.8,13.1,682.4,466.0,750.7,525.1
1232,110,car,FRONT OBJECT,22.7,11.7,681.9,466.0,750.3,525.4
1233,110,car,FRONT OBJECT,22.8,11.8,681.5,466.0,749.8,525.3
1234,110,car,FRONT OBJECT,22.8,13.2,681.2,466.0,749.4,525.2
1235,110,car,FRONT OBJECT,22.9,16.6,680.8,466.1,748.6,525.1
1236,110,car,FRONT OBJECT,23.0,30.1,680.1,466.3,747.7,525.0
1236,177,car,VEHICLE TOO CLOSE,7.2,0.6,0.0,459.2,186.0,645.6
1236,177,car,TTC WARNING,7.2,0.6,0.0,459.2,186.0,645.6
1237,110,car,FRONT OBJECT,23.1,,679.6,466.4,747.0,524.9
1237,177,car,VEHICLE TOO CLOSE,7.1,0.6,0.0,458.5,176.0,649.0
1237,177,car,TTC WARNING,7.1,0.6,0.0,458.5,176.0,649.0
1238,110,car,FRONT OBJECT,23.1,,679.2,466.4,746.6,524.9
1238,177,car,VEHICLE TOO CLOSE,6.3,0.5,0.0,455.9,176.8,668.8
1238,177,car,TTC WARNING,6.3,0.5,0.0,455.9,176.8,668.8
1239,110,car,FRONT OBJECT,23.1,,678.6,466.5,745.8,524.9
1240,110,car,FRONT OBJECT,23.1,,678.0,466.3,745.4,524.9
1240,193,car,VEHICLE TOO CLOSE,7.0,,0.0,451.6,76.6,644.2
1241,110,car,FRONT OBJECT,23.1,,677.5,466.3,745.0,524.9
1241,194,car,FRONT OBJECT,33.8,,650.7,467.2,698.1,507.1
1242,110,car,FRONT OBJECT,23.0,,677.2,466.3,744.9,525.0
1242,194,car,FRONT OBJECT,34.6,,650.9,467.1,697.2,506.2
1243,110,car,FRONT OBJECT,23.1,,676.8,466.4,744.2,524.8
1244,110,car,FRONT OBJECT,23.2,,676.5,466.4,743.8,524.7
1245,110,car,FRONT OBJECT,23.1,,676.0,466.4,743.3,524.7
1246,110,car,FRONT OBJECT,23.1,,675.6,466.3,743.0,524.8
1246,194,car,FRONT OBJECT,35.5,,651.0,467.7,696.1,505.8
1247,110,car,FRONT OBJECT,23.0,,675.0,466.2,742.6,524.9
1248,110,car,FRONT OBJECT,23.0,,674.7,466.2,742.3,524.9
1248,194,car,FRONT OBJECT,36.2,,647.9,468.0,692.2,505.2
1249,110,car,FRONT OBJECT,23.0,,674.1,466.3,741.7,525.0
1249,194,car,FRONT OBJECT,33.8,,642.7,467.4,690.7,507.4
1250,110,car,FRONT OBJECT,22.9,43.4,673.4,466.4,741.1,525.3
1250,194,car,FRONT OBJECT,33.4,,638.6,467.2,687.9,507.6
1251,110,car,FRONT OBJECT,22.9,34.0,672.8,466.3,740.3,525.3
1251,194,car,FRONT OBJECT,32.9,,635.2,467.1,685.4,508.1
1252,110,car,FRONT OBJECT,22.9,24.2,672.4,466.4,739.9,525.3
1252,194,car,FRONT OBJECT,32.5,1.3,633.0,467.0,684.1,508.5
1252,194,car,TTC WARNING,32.5,1.3,633.0,467.0,684.1,508.5
1253,110,car,FRONT OBJECT,23.0,28.1,671.7,466.2,738.8,525.0
1253,194,car,FRONT OBJECT,32.5,1.7,629.2,467.2,680.7,508.7
1253,194,car,TTC WARNING,32.5,1.7,629.2,467.2,680.7,508.7
1254,110,car,FRONT OBJECT,23.0,,670.7,466.2,737.6,524.9
1254,194,car,FRONT OBJECT,32.3,2.0,625.8,467.3,678.0,509.1
1254,194,car,TTC WARNING,32.3,2.0,625.8,467.3,678.0,509.1
1255,110,car,FRONT OBJECT,23.0,,669.5,466.0,736.6,524.8
1255,194,car,FRONT OBJECT,32.2,2.3,622.9,467.5,675.7,509.4
1255,194,car,TTC WARNING,32.2,2.3,622.9,467.5,675.7,509.4
1256,110,car,FRONT OBJECT,23.0,,668.3,466.3,735.4,525.1
1256,194,car,FRONT OBJECT,32.3,2.8,620.1,467.9,673.1,509.7
1256,194,car,TTC WARNING,32.3,2.8,620.1,467.9,673.1,509.7
1257,110,car,FRONT OBJECT,23.1,,668.1,466.7,734.7,525.2
1257,194,car,FRONT OBJECT,32.9,3.8,618.4,468.1,670.6,509.1
1258,110,car,FRONT OBJECT,23.2,,668.1,466.8,734.3,525.0
1258,194,car,FRONT OBJECT,32.9,11.5,617.0,468.1,669.6,509.1
1259,110,car,FRONT OBJECT,23.2,,667.6,466.7,733.8,524.9
1259,194,car,FRONT OBJECT,32.6,30.4,614.2,468.1,668.0,509.5
1260,110,car,FRONT OBJECT,23.2,,666.7,466.5,733.0,524.8
1260,194,car,FRONT OBJECT,32.4,,613.5,467.9,668.0,509.5
1261,110,car,FRONT OBJECT,23.1,,665.5,466.3,732.1,524.7
1261,194,car,FRONT OBJECT,32.3,,614.0,467.3,668.7,509.1
1262,110,car,FRONT OBJECT,23.1,,664.7,466.3,731.4,524.6
1262,194,car,FRONT OBJECT,31.8,39.7,610.2,467.1,666.4,509.5
1263,110,car,FRONT OBJECT,23.2,,663.7,466.1,730.3,524.2
1263,194,car,FRONT OBJECT,31.9,21.4,608.0,467.2,664.8,509.5
1264,110,car,FRONT OBJECT,23.4,,662.8,466.0,729.2,523.8
1264,194,car,FRONT OBJECT,31.6,11.1,604.3,467.2,662.2,510.0
1265,110,car,FRONT OBJECT,23.3,,661.1,465.6,728.0,523.6
1265,194,car,FRONT OBJECT,32.1,9.6,602.5,467.4,659.8,509.5
1266,110,car,FRONT OBJECT,23.0,,659.5,465.1,727.2,523.7
1266,194,car,FRONT OBJECT,32.4,10.4,600.9,467.5,657.8,509.2
1267,110,car,FRONT OBJECT,23.0,,657.7,465.0,725.4,523.7
1267,194,car,FRONT OBJECT,32.4,19.0,599.8,467.8,657.1,509.5
1268,110,car,FRONT OBJECT,23.1,,656.7,465.2,724.3,523.6
1268,194,car,FRONT OBJECT,32.6,,599.5,467.9,656.4,509.3
1269,110,car,FRONT OBJECT,23.2,,655.6,465.2,722.9,523.2
1269,194,car,FRONT OBJECT,32.5,,597.8,467.5,655.0,509.1
1270,110,car,FRONT OBJECT,23.2,,654.0,465.0,721.8,523.3
1270,194,car,FRONT OBJECT,32.0,,592.9,467.0,651.4,509.2
1271,110,car,FRONT OBJECT,23.1,,652.4,464.1,720.6,522.5
1271,194,car,FRONT OBJECT,32.3,,590.1,467.0,648.5,508.8
1272,110,car,FRONT OBJECT,23.1,45.4,651.3,463.5,720.0,521.9
1272,194,car,FRONT OBJECT,32.5,,588.3,466.8,646.7,508.3
1273,110,car,FRONT OBJECT,23.3,,649.9,463.2,718.4,521.2
1273,194,car,FRONT OBJECT,32.9,,585.6,467.2,643.5,508.1
1274,110,car,FRONT OBJECT,23.3,,647.5,462.9,716.4,520.9
1274,194,car,FRONT OBJECT,33.2,,584.6,467.5,642.2,508.1
1275,110,car,FRONT OBJECT,23.3,,644.6,462.7,713.7,520.7
1275,194,car,FRONT OBJECT,32.9,,580.3,467.4,639.1,508.5
1276,110,car,FRONT OBJECT,23.3,,642.2,462.7,711.7,520.7
1276,194,car,FRONT OBJECT,32.2,,575.6,466.9,636.3,508.9
1277,110,car,FRONT OBJECT,23.3,,639.9,463.0,709.6,521.0
1277,194,car,FRONT OBJECT,31.9,,571.0,466.9,632.8,509.3
1278,110,car,FRONT OBJECT,23.2,,638.5,463.1,708.6,521.4
1278,194,car,FRONT OBJECT,31.2,15.1,566.6,466.6,630.3,509.8
1279,110,car,FRONT OBJECT,23.1,,636.2,463.3,706.8,521.8
1279,194,car,FRONT OBJECT,31.0,7.7,564.0,466.5,628.6,510.1
1280,110,car,FRONT OBJECT,22.8,39.2,633.7,463.0,705.7,522.3
1280,194,car,FRONT OBJECT,31.4,5.4,560.5,467.0,624.7,510.0
1281,110,car,FRONT OBJECT,22.4,11.1,629.6,462.6,703.2,522.8
1281,194,car,FRONT OBJECT,31.0,4.2,555.8,467.0,621.2,510.5
1282,110,car,FRONT OBJECT,22.3,6.6,625.7,462.5,700.0,523.1
1282,194,car,FRONT OBJECT,30.6,3.5,551.9,466.8,618.5,510.8
1283,110,car,FRONT OBJECT,22.2,5.3,622.7,462.5,697.5,523.4
1283,194,car,FRONT OBJECT,30.4,3.4,548.3,466.6,615.9,511.0
1284,110,car,FRONT OBJECT,22.3,5.0,620.3,463.2,694.5,523.6
1284,194,car,FRONT OBJECT,30.2,3.8,546.0,466.4,614.1,511.0
1284,199,car,VEHICLE TOO CLOSE,6.9,0.8,1093.1,457.8,1280.0,654.0
1284,199,car,TTC WARNING,6.9,0.8,1093.1,457.8,1280.0,654.0
1285,110,car,FRONT OBJECT,22.2,4.9,617.8,463.2,692.5,524.0
1285,194,car,FRONT OBJECT,30.3,4.8,542.1,466.6,610.4,511.1
1285,199,car,VEHICLE TOO CLOSE,6.4,0.7,1095.6,454.6,1280.0,665.5
1285,199,car,TTC WARNING,6.4,0.7,1095.6,454.6,1280.0,665.5
1286,110,car,FRONT OBJECT,22.0,4.9,615.3,463.0,690.9,524.4
1286,194,car,FRONT OBJECT,30.1,5.5,537.8,466.5,607.3,511.4
1287,110,car,FRONT OBJECT,21.8,5.1,612.2,462.8,688.4,524.6
1287,194,car,FRONT OBJECT,29.8,6.1,533.8,466.9,604.3,512.2
1287,204,car,VEHICLE TOO CLOSE,5.8,,1185.9,450.4,1280.0,681.5
1288,110,car,FRONT OBJECT,21.8,5.7,609.8,462.6,686.5,524.7
1288,194,car,FRONT OBJECT,29.7,5.7,530.4,466.8,601.5,512.2
1289,110,car,FRONT OBJECT,21.5,6.2,605.8,462.2,683.2,524.9
1289,194,car,FRONT OBJECT,29.7,5.6,526.4,467.0,598.1,512.5
1290,110,car,FRONT OBJECT,21.5,6.8,602.7,462.2,680.1,525.0
1290,194,car,FRONT OBJECT,29.8,7.5,523.4,467.0,595.0,512.3
1291,110,car,FRONT OBJECT,21.5,6.8,599.4,462.4,676.8,525.1
1291,194,car,FRONT OBJECT,29.5,8.7,518.7,466.8,591.3,512.5
1292,110,car,FRONT OBJECT,21.4,6.6,595.5,462.2,673.4,525.3
1292,194,car,FRONT OBJECT,29.0,7.5,514.5,466.5,588.3,513.1
1293,110,car,FRONT OBJECT,21.6,7.6,592.7,462.7,670.0,525.1
1293,194,car,FRONT OBJECT,28.9,6.7,511.0,466.4,585.0,513.1
1294,110,car,FRONT OBJECT,21.6,10.7,590.1,462.7,667.5,525.1
1294,194,car,FRONT OBJECT,29.1,6.8,508.4,466.4,582.0,512.9
1295,110,car,FRONT OBJECT,21.8,26.6,587.3,462.9,664.4,524.9
1295,194,car,FRONT OBJECT,29.2,8.3,506.1,466.7,579.4,512.9
1296,110,car,FRONT OBJECT,22.1,,585.6,463.7,661.7,524.8
1296,194,car,FRONT OBJECT,29.1,10.0,502.9,466.8,576.5,513.3
1297,110,car,FRONT OBJECT,22.2,,582.3,463.9,658.6,524.7
1297,194,car,FRONT OBJECT,28.6,8.5,499.4,466.9,574.1,514.0
1297,150,car,VEHICLE TOO CLOSE,7.4,,0.0,429.9,191.8,612.7
1298,110,car,FRONT OBJECT,22.3,,580.0,463.9,656.1,524.3
1298,194,car,FRONT OBJECT,28.9,9.5,497.4,467.3,571.2,514.0
1299,110,car,FRONT OBJECT,22.3,,577.0,463.8,653.1,524.2
1299,194,car,FRONT OBJECT,29.9,35.7,494.7,468.5,566.4,513.7
1300,110,car,FRONT OBJECT,22.3,,573.7,463.9,650.2,524.5
1300,194,car,FRONT OBJECT,30.1,,492.3,468.8,563.3,513.6
1300,198,car,VEHICLE TOO CLOSE,7.4,1.7,1111.4,432.9,1280.0,614.9
1300,198,car,TTC WARNING,7.4,1.7,1111.4,432.9,1280.0,614.9
1301,110,car,FRONT OBJECT,22.3,,570.8,463.9,647.1,524.6
1301,194,car,FRONT OBJECT,29.9,,488.7,468.8,560.1,514.0
1301,204,car,VEHICLE TOO CLOSE,7.0,,1177.2,430.0,1262.9,623.2
1302,110,car,FRONT OBJECT,22.3,,566.8,464.1,643.3,524.6
1302,205,car,VEHICLE TOO CLOSE,5.0,,0.0,424.3,104.2,695.7
1302,204,car,VEHICLE TOO CLOSE,6.2,,1172.1,426.4,1270.7,644.8
1303,110,car,FRONT OBJECT,22.3,,562.5,464.1,639.6,524.6
1303,205,car,VEHICLE TOO CLOSE,6.1,,0.0,423.6,86.6,645.3
1303,204,car,VEHICLE TOO CLOSE,5.5,,1169.7,419.4,1279.8,666.1
1304,110,car,FRONT OBJECT,22.3,,559.1,464.3,636.2,524.7
1304,205,car,VEHICLE TOO CLOSE,5.4,,0.0,420.4,86.1,670.5
1304,204,car,VEHICLE TOO CLOSE,5.5,,1175.4,408.9,1280.0,654.6
1305,110,car,FRONT OBJECT,22.4,,554.9,464.3,631.9,524.7
1305,204,car,VEHICLE TOO CLOSE,5.9,0.7,1186.5,417.2,1280.0,646.6
1305,204,car,TTC WARNING,5.9,0.7,1186.5,417.2,1280.0,646.6
1306,110,car,FRONT OBJECT,22.6,,552.1,464.4,628.4,524.2
1306,204,car,VEHICLE TOO CLOSE,6.5,2.2,1199.9,435.1,1280.0,641.5
1306,204,car,TTC WARNING,6.5,2.2,1199.9,435.1,1280.0,641.5
1307,110,car,FRONT OBJECT,22.5,,546.8,464.4,623.8,524.5
1307,204,car,VEHICLE TOO CLOSE,7.0,,1212.9,445.2,1280.0,639.1
1308,110,car,FRONT OBJECT,22.5,,543.8,464.5,620.6,524.5
1309,110,car,FRONT OBJECT,22.6,,539.3,465.1,616.2,524.9
1310,110,car,FRONT OBJECT,22.7,,536.1,465.7,613.0,525.3
1311,110,car,FRONT OBJECT,22.6,,530.8,466.3,608.3,526.0
1312,110,car,FRONT OBJECT,22.7,,528.0,466.7,605.4,526.2
1313,110,car,FRONT OBJECT,22.8,,521.8,466.9,599.4,526.1
1314,110,car,FRONT OBJECT,22.5,,515.5,466.8,594.6,526.7
1315,110,car,FRONT OBJECT,22.5,,512.2,467.3,591.6,527.3
1316,110,car,FRONT OBJECT,22.2,43.6,507.5,466.8,588.2,527.7
1316,201,car,VEHICLE TOO CLOSE,6.6,0.7,1085.7,454.1,1280.0,659.9
1316,201,car,TTC WARNING,6.6,0.7,1085.7,454.1,1280.0,659.9
1317,110,car,FRONT OBJECT,22.3,21.1,502.5,467.1,582.7,527.7
1317,201,car,VEHICLE TOO CLOSE,6.0,0.6,1086.7,452.5,1280.0,677.5
1317,201,car,TTC WARNING,6.0,0.6,1086.7,452.5,1280.0,677.5
1318,110,car,FRONT OBJECT,22.1,11.9,497.7,467.0,578.7,528.1
1319,110,car,FRONT OBJECT,22.0,8.9,493.9,466.8,575.5,528.2
1320,110,car,FRONT OBJECT,21.7,6.9,488.7,466.6,571.4,528.7
1320,207,car,VEHICLE TOO CLOSE,6.3,,1194.4,446.2,1280.0,660.2
1321,110,car,FRONT OBJECT,21.9,6.5,485.1,467.2,567.5,528.9
1321,207,car,VEHICLE TOO CLOSE,6.5,,1202.5,442.6,1280.0,649.0
1322,110,car,FRONT OBJECT,21.9,7.0,481.4,467.3,563.8,529.0
1323,110,car,FRONT OBJECT,22.2,11.9,478.8,467.4,560.3,528.3
1326,203,car,VEHICLE TOO CLOSE,7.5,0.9,1063.0,452.0,1280.0,632.9
1326,203,car,TTC WARNING,7.5,0.9,1063.0,452.0,1280.0,632.9
1327,203,car,VEHICLE TOO CLOSE,7.4,0.9,1069.9,451.8,1280.0,634.9
1327,203,car,TTC WARNING,7.4,0.9,1069.9,451.8,1280.0,634.9
1330,208,truck,VEHICLE TOO CLOSE,4.7,,1124.4,214.1,1280.0,711.8
1331,115,car,FRONT OBJECT,10.2,8.4,687.7,428.3,845.7,561.1
1332,115,car,FRONT OBJECT,10.3,8.5,685.9,428.1,842.9,559.7
1333,115,car,FRONT OBJECT,10.3,9.0,684.0,428.2,840.7,559.3
1334,115,car,FRONT OBJECT,10.2,10.6,679.8,428.5,837.8,560.5
