frame,track_id,class_name,warning_type,distance_m,ttc_s,x1,y1,x2,y2
2016,311,car,VEHICLE TOO CLOSE,7.3,1.3,1114.2,439.4,1229.8,624.7
2016,311,car,TTC WARNING,7.3,1.3,1114.2,439.4,1229.8,624.7
2017,309,car,VEHICLE TOO CLOSE,4.9,9.6,652.1,444.9,1049.0,718.5
2017,311,car,VEHICLE TOO CLOSE,6.9,1.2,1096.0,439.4,1225.4,636.3
2017,311,car,TTC WARNING,6.9,1.2,1096.0,439.4,1225.4,636.3
2018,309,car,VEHICLE TOO CLOSE,4.9,6.4,598.8,442.3,1016.0,718.6
2018,311,car,VEHICLE TOO CLOSE,6.5,1.0,1077.5,438.7,1221.1,645.4
2018,311,car,TTC WARNING,6.5,1.0,1077.5,438.7,1221.1,645.4
2019,309,car,FRONT OBJECT,4.8,4.3,545.8,440.0,982.5,718.8
2019,309,car,VEHICLE TOO CLOSE,4.8,4.3,545.8,440.0,982.5,718.8
2019,311,car,VEHICLE TOO CLOSE,6.7,1.2,1060.8,438.5,1210.7,641.0
2019,311,car,TTC WARNING,6.7,1.2,1060.8,438.5,1210.7,641.0
2020,309,car,FRONT OBJECT,4.8,3.6,489.9,435.7,948.5,718.9
2020,309,car,VEHICLE TOO CLOSE,4.8,3.6,489.9,435.7,948.5,718.9
2020,311,car,VEHICLE TOO CLOSE,6.7,1.3,1039.8,437.4,1197.1,637.4
2020,311,car,TTC WARNING,6.7,1.3,1039.8,437.4,1197.1,637.4
2021,309,car,FRONT OBJECT,4.7,3.3,441.2,432.4,919.2,719.5
2021,309,car,VEHICLE TOO CLOSE,4.7,3.3,441.2,432.4,919.2,719.5
2021,311,car,VEHICLE TOO CLOSE,7.1,2.7,1015.0,437.2,1175.0,628.1
2021,311,car,TTC WARNING,7.1,2.7,1015.0,437.2,1175.0,628.1
2022,309,car,FRONT OBJECT,4.7,3.0,439.3,429.9,920.6,719.7
2022,309,car,VEHICLE TOO CLOSE,4.7,3.0,439.3,429.9,920.6,719.7
2022,311,car,VEHICLE TOO CLOSE,7.0,3.7,987.4,436.6,1157.8,628.6
2023,309,car,FRONT OBJECT,4.6,2.8,421.2,428.7,903.1,719.8
2023,309,car,VEHICLE TOO CLOSE,4.6,2.8,421.2,428.7,903.1,719.8
2023,309,car,TTC WARNING,4.6,2.8,421.2,428.7,903.1,719.8
2023,311,car,VEHICLE TOO CLOSE,6.9,4.5,959.8,436.0,1141.8,630.9
2024,309,car,FRONT OBJECT,4.6,2.8,386.8,425.3,871.5,719.5
2024,309,car,VEHICLE TOO CLOSE,4.6,2.8,386.8,425.3,871.5,719.5
2024,309,car,TTC WARNING,4.6,2.8,386.8,425.3,871.5,719.5
2024,311,car,VEHICLE TOO CLOSE,6.8,5.5,929.4,435.1,1123.1,633.9
2025,309,car,FRONT OBJECT,4.5,2.9,348.9,422.6,835.2,719.6
2025,309,car,VEHICLE TOO CLOSE,4.5,2.9,348.9,422.6,835.2,719.6
2025,309,car,TTC WARNING,4.5,2.9,348.9,422.6,835.2,719.6
2025,311,car,VEHICLE TOO CLOSE,6.7,13.2,901.0,434.1,1105.2,635.3
2026,309,car,FRONT OBJECT,4.5,3.1,296.7,421.4,785.2,719.9
2026,309,car,VEHICLE TOO CLOSE,4.5,3.1,296.7,421.4,785.2,719.9
2026,311,car,VEHICLE TOO CLOSE,6.6,,873.5,433.1,1089.1,637.8
2027,309,car,FRONT OBJECT,4.5,3.3,238.1,418.7,733.6,719.8
2027,309,car,VEHICLE TOO CLOSE,4.5,3.3,238.1,418.7,733.6,719.8
2027,311,car,VEHICLE TOO CLOSE,6.4,,843.7,431.3,1071.3,641.0
2028,309,car,VEHICLE TOO CLOSE,4.4,3.3,160.0,412.0,670.8,719.9
2028,311,car,VEHICLE TOO CLOSE,6.3,3.8,817.0,429.7,1055.0,643.1
2029,309,car,VEHICLE TOO CLOSE,4.3,3.0,105.4,407.5,623.3,719.9
2029,311,car,VEHICLE TOO CLOSE,6.2,2.4,788.5,428.7,1039.0,648.1
2029,311,car,TTC WARNING,6.2,2.4,788.5,428.7,1039.0,648.1
2030,309,car,VEHICLE TOO CLOSE,4.2,2.7,28.2,398.4,562.1,720.0
2030,309,car,TTC WARNING,4.2,2.7,28.2,398.4,562.1,720.0
2030,311,car,VEHICLE TOO CLOSE,6.0,1.7,761.3,427.2,1022.7,651.4
2030,311,car,TTC WARNING,6.0,1.7,761.3,427.2,1022.7,651.4
2031,309,car,VEHICLE TOO CLOSE,4.1,2.3,0.0,388.5,517.5,719.8
2031,309,car,TTC WARNING,4.1,2.3,0.0,388.5,517.5,719.8
2031,311,car,VEHICLE TOO CLOSE,6.0,1.7,733.1,425.3,1001.4,650.3
2031,311,car,TTC WARNING,6.0,1.7,733.1,425.3,1001.4,650.3
2032,309,car,VEHICLE TOO CLOSE,3.8,1.6,0.0,358.2,495.6,717.7
2032,309,car,TTC WARNING,3.8,1.6,0.0,358.2,495.6,717.7
2032,311,car,VEHICLE TOO CLOSE,5.9,1.7,705.5,424.7,982.9,652.7
2032,311,car,TTC WARNING,5.9,1.7,705.5,424.7,982.9,652.7
2033,311,car,VEHICLE TOO CLOSE,5.8,1.7,672.5,423.6,959.6,656.1
2033,311,car,TTC WARNING,5.8,1.7,672.5,423.6,959.6,656.1
2034,311,car,VEHICLE TOO CLOSE,5.7,1.7,642.1,422.4,938.8,659.4
2034,311,car,TTC WARNING,5.7,1.7,642.1,422.4,938.8,659.4
2035,311,car,FRONT OBJECT,5.6,1.8,610.9,421.0,917.8,663.5
2035,311,car,VEHICLE TOO CLOSE,5.6,1.8,610.9,421.0,917.8,663.5
2035,311,car,TTC WARNING,5.6,1.8,610.9,421.0,917.8,663.5
2036,311,car,FRONT OBJECT,5.5,1.9,579.3,419.4,894.3,665.8
2036,311,car,VEHICLE TOO CLOSE,5.5,1.9,579.3,419.4,894.3,665.8
2036,311,car,TTC WARNING,5.5,1.9,579.3,419.4,894.3,665.8
2037,311,car,FRONT OBJECT,5.3,1.7,547.2,417.9,873.0,670.4
2037,311,car,VEHICLE TOO CLOSE,5.3,1.7,547.2,417.9,873.0,670.4
2037,311,car,TTC WARNING,5.3,1.7,547.2,417.9,873.0,670.4
2038,311,car,FRONT OBJECT,5.2,1.6,512.8,415.6,853.1,677.1
2038,311,car,VEHICLE TOO CLOSE,5.2,1.6,512.8,415.6,853.1,677.1
2038,311,car,TTC WARNING,5.2,1.6,512.8,415.6,853.1,677.1
2039,311,car,FRONT OBJECT,5.0,1.5,476.3,413.1,829.9,682.6
2039,311,car,VEHICLE TOO CLOSE,5.0,1.5,476.3,413.1,829.9,682.6
2039,311,car,TTC WARNING,5.0,1.5,476.3,413.1,829.9,682.6
2040,311,car,FRONT OBJECT,4.9,1.3,442.3,411.0,806.6,687.0
2040,311,car,VEHICLE TOO CLOSE,4.9,1.3,442.3,411.0,806.6,687.0
2040,311,car,TTC WARNING,4.9,1.3,442.3,411.0,806.6,687.0
2041,311,car,FRONT OBJECT,4.8,1.3,405.2,409.2,782.3,693.1
2041,311,car,VEHICLE TOO CLOSE,4.8,1.3,405.2,409.2,782.3,693.1
2041,311,car,TTC WARNING,4.8,1.3,405.2,409.2,782.3,693.1
2041,313,car,VEHICLE TOO CLOSE,5.2,,1222.0,460.5,1274.0,718.8
2042,311,car,FRONT OBJECT,4.7,1.2,370.2,407.1,757.0,696.4
2042,311,car,VEHICLE TOO CLOSE,4.7,1.2,370.2,407.1,757.0,696.4
2042,311,car,TTC WARNING,4.7,1.2,370.2,407.1,757.0,696.4
2042,313,car,VEHICLE TOO CLOSE,5.3,,1213.7,465.1,1265.2,717.6
2043,311,car,FRONT OBJECT,4.5,1.1,332.0,405.5,733.8,704.6
2043,311,car,VEHICLE TOO CLOSE,4.5,1.1,332.0,405.5,733.8,704.6
2043,311,car,TTC WARNING,4.5,1.1,332.0,405.5,733.8,704.6
2043,313,car,VEHICLE TOO CLOSE,5.3,,1207.3,465.3,1260.3,719.4
2044,311,car,FRONT OBJECT,4.4,1.1,293.5,402.8,709.7,710.4
2044,311,car,VEHICLE TOO CLOSE,4.4,1.1,293.5,402.8,709.7,710.4
2044,311,car,TTC WARNING,4.4,1.1,293.5,402.8,709.7,710.4
2044,313,car,VEHICLE TOO CLOSE,5.3,,1201.1,463.6,1256.3,719.5
2045,311,car,VEHICLE TOO CLOSE,4.3,1.1,257.2,400.7,682.3,711.9
2045,311,car,TTC WARNING,4.3,1.1,257.2,400.7,682.3,711.9
2045,313,car,VEHICLE TOO CLOSE,5.3,,1192.2,463.6,1250.2,719.1
2046,311,car,VEHICLE TOO CLOSE,4.3,1.2,219.5,397.3,656.3,713.6
2046,311,car,TTC WARNING,4.3,1.2,219.5,397.3,656.3,713.6
2046,313,car,VEHICLE TOO CLOSE,5.3,,1184.4,463.5,1246.2,719.2
2047,311,car,VEHICLE TOO CLOSE,4.2,1.3,181.1,394.3,628.6,715.2
2047,311,car,TTC WARNING,4.2,1.3,181.1,394.3,628.6,715.2
2047,313,car,VEHICLE TOO CLOSE,5.3,,1175.9,464.6,1241.9,718.0
2048,311,car,VEHICLE TOO CLOSE,4.1,1.3,141.0,391.7,600.9,717.0
2048,311,car,TTC WARNING,4.1,1.3,141.0,391.7,600.9,717.0
2048,313,car,VEHICLE TOO CLOSE,5.3,,1165.8,464.5,1237.7,718.0
2049,311,car,VEHICLE TOO CLOSE,4.0,1.4,95.8,383.9,575.1,718.8
2049,311,car,TTC WARNING,4.0,1.4,95.8,383.9,575.1,718.8
2049,313,car,VEHICLE TOO CLOSE,5.4,,1154.9,465.8,1233.3,717.4
2050,311,car,VEHICLE TOO CLOSE,4.1,1.6,58.1,383.8,543.0,717.0
2050,311,car,TTC WARNING,4.1,1.6,58.1,383.8,543.0,717.0
2050,313,car,VEHICLE TOO CLOSE,5.4,,1142.6,465.4,1229.2,717.2
2051,311,car,VEHICLE TOO CLOSE,4.0,1.9,25.5,381.7,519.0,716.9
2051,311,car,TTC WARNING,4.0,1.9,25.5,381.7,519.0,716.9
2051,313,car,VEHICLE TOO CLOSE,5.4,,1131.6,467.4,1226.9,718.6
2052,311,car,VEHICLE TOO CLOSE,4.0,2.4,0.7,377.6,504.7,719.3
2052,311,car,TTC WARNING,4.0,2.4,0.7,377.6,504.7,719.3
2052,313,car,VEHICLE TOO CLOSE,5.4,,1119.0,469.2,1223.7,719.3
2053,311,car,VEHICLE TOO CLOSE,3.9,2.5,0.0,373.9,495.4,719.5
2053,311,car,TTC WARNING,3.9,2.5,0.0,373.9,495.4,719.5
2053,313,car,VEHICLE TOO CLOSE,5.4,,1107.1,470.3,1221.6,718.7
2054,311,car,VEHICLE TOO CLOSE,3.9,2.8,0.0,369.7,477.2,717.8
2054,311,car,TTC WARNING,3.9,2.8,0.0,369.7,477.2,717.8
2054,313,car,VEHICLE TOO CLOSE,5.5,,1093.1,472.3,1217.1,717.5
2055,311,car,VEHICLE TOO CLOSE,3.8,2.7,0.0,366.7,460.3,717.8
2055,311,car,TTC WARNING,3.8,2.7,0.0,366.7,460.3,717.8
2055,313,car,VEHICLE TOO CLOSE,5.6,,1076.8,473.5,1209.9,716.6
2056,311,car,VEHICLE TOO CLOSE,3.8,3.1,0.0,359.6,441.7,716.6
2056,313,car,VEHICLE TOO CLOSE,5.6,,1057.8,472.6,1199.0,713.4
2057,311,car,VEHICLE TOO CLOSE,3.7,2.9,0.0,353.8,424.1,716.2
2057,311,car,TTC WARNING,3.7,2.9,0.0,353.8,424.1,716.2
2057,313,car,VEHICLE TOO CLOSE,5.7,,1037.6,471.7,1184.9,709.0
2058,311,car,VEHICLE TOO CLOSE,3.7,2.9,0.0,344.2,400.4,714.0
2058,311,car,TTC WARNING,3.7,2.9,0.0,344.2,400.4,714.0
2058,313,car,VEHICLE TOO CLOSE,6.0,,1021.6,471.8,1170.8,698.4
2059,311,car,VEHICLE TOO CLOSE,3.6,2.3,0.0,336.1,375.4,711.8
2059,311,car,TTC WARNING,3.6,2.3,0.0,336.1,375.4,711.8
2059,313,car,VEHICLE TOO CLOSE,6.1,,1003.0,471.0,1155.3,691.1
2060,311,car,VEHICLE TOO CLOSE,3.5,2.2,0.0,328.9,349.4,711.3
2060,311,car,TTC WARNING,3.5,2.2,0.0,328.9,349.4,711.3
2060,313,car,VEHICLE TOO CLOSE,6.1,,985.6,470.5,1144.6,690.8
2061,311,car,VEHICLE TOO CLOSE,3.5,2.1,0.0,325.9,322.6,711.1
2061,311,car,TTC WARNING,3.5,2.1,0.0,325.9,322.6,711.1
2061,313,car,VEHICLE TOO CLOSE,5.9,,965.1,469.9,1134.3,697.5
2062,311,car,VEHICLE TOO CLOSE,3.5,2.3,0.0,324.4,289.1,712.8
2062,311,car,TTC WARNING,3.5,2.3,0.0,324.4,289.1,712.8
2062,313,car,VEHICLE TOO CLOSE,6.0,,950.1,468.8,1122.8,693.9
2063,313,car,VEHICLE TOO CLOSE,5.6,,929.9,468.4,1116.8,708.3
2064,313,car,VEHICLE TOO CLOSE,5.8,,917.7,468.4,1104.7,702.9
2065,313,car,VEHICLE TOO CLOSE,5.8,,901.0,467.6,1089.8,701.1
2065,319,truck,VEHICLE TOO CLOSE,4.4,,1005.7,15.8,1273.2,544.4
2066,313,car,VEHICLE TOO CLOSE,5.8,9.4,884.7,466.4,1075.8,700.4
2067,313,car,VEHICLE TOO CLOSE,5.5,3.4,868.8,466.1,1068.9,710.4
2068,313,car,VEHICLE TOO CLOSE,5.4,2.6,852.6,465.0,1058.6,716.9
2068,313,car,TTC WARNING,5.4,2.6,852.6,465.0,1058.6,716.9
2069,313,car,VEHICLE TOO CLOSE,5.8,3.9,848.4,465.0,1040.6,696.8
2070,313,car,VEHICLE TOO CLOSE,5.8,7.6,835.6,464.8,1029.2,697.7
2071,313,car,VEHICLE TOO CLOSE,5.8,,824.8,464.9,1019.7,698.3
2072,313,car,VEHICLE TOO CLOSE,6.1,,818.0,464.9,1003.2,684.5
2073,313,car,VEHICLE TOO CLOSE,6.3,,808.6,465.0,990.6,679.5
2074,313,car,VEHICLE TOO CLOSE,6.8,,805.2,465.1,977.7,664.5
2075,313,car,VEHICLE TOO CLOSE,7.0,,797.9,465.3,966.1,656.9
2075,317,car,FRONT OBJECT,42.1,7.1,731.6,489.4,776.9,521.4
2076,313,car,VEHICLE TOO CLOSE,6.9,,785.0,464.0,957.8,659.7
2076,317,car,FRONT OBJECT,42.7,8.6,723.1,489.5,768.0,521.2
2077,313,car,VEHICLE TOO CLOSE,7.1,,779.5,463.6,949.4,653.6
2077,317,car,FRONT OBJECT,42.1,7.1,715.1,489.0,760.6,521.1
2078,313,car,VEHICLE TOO CLOSE,7.3,,772.2,464.4,939.3,648.4
2078,317,car,FRONT OBJECT,40.6,4.5,706.5,488.1,753.6,521.3
2079,313,car,VEHICLE TOO CLOSE,7.4,,763.8,464.3,930.0,645.6
2079,317,car,FRONT OBJECT,39.7,3.6,698.7,487.5,746.6,521.6
2080,317,car,FRONT OBJECT,39.3,2.9,690.8,487.0,739.0,521.4
2080,317,car,TTC WARNING,39.3,2.9,690.8,487.0,739.0,521.4
2081,313,car,VEHICLE TOO CLOSE,7.5,,750.1,464.8,917.4,644.8
2081,317,car,FRONT OBJECT,39.2,2.6,684.0,486.9,732.2,521.3
2081,317,car,TTC WARNING,39.2,2.6,684.0,486.9,732.2,521.3
2082,317,car,FRONT OBJECT,38.0,2.3,676.1,486.4,725.6,522.0
2082,317,car,TTC WARNING,38.0,2.3,676.1,486.4,725.6,522.0
2083,317,car,FRONT OBJECT,37.9,2.1,670.2,486.5,719.8,522.2
2083,317,car,TTC WARNING,37.9,2.1,670.2,486.5,719.8,522.2
2084,317,car,FRONT OBJECT,38.1,2.2,664.3,486.6,713.4,522.1
2084,317,car,TTC WARNING,38.1,2.2,664.3,486.6,713.4,522.1
2085,317,car,FRONT OBJECT,37.4,2.2,658.4,486.0,708.3,522.0
2085,317,car,TTC WARNING,37.4,2.2,658.4,486.0,708.3,522.0
2086,317,car,FRONT OBJECT,36.9,2.5,652.6,486.0,703.1,522.6
2086,317,car,TTC WARNING,36.9,2.5,652.6,486.0,703.1,522.6
2087,317,car,FRONT OBJECT,37.0,3.1,647.8,485.8,698.1,522.3
2088,317,car,FRONT OBJECT,36.2,3.3,642.9,485.3,694.2,522.6
2089,317,car,FRONT OBJECT,36.3,3.5,638.3,485.4,689.4,522.6
2090,317,car,FRONT OBJECT,36.2,3.9,634.3,485.5,685.6,522.8
2091,317,car,FRONT OBJECT,35.3,4.0,629.0,485.3,681.8,523.6
2092,317,car,FRONT OBJECT,35.4,3.8,625.8,485.3,678.7,523.5
2093,313,car,FRONT OBJECT,8.3,,700.8,462.3,860.0,624.4
2093,317,car,FRONT OBJECT,34.3,3.2,621.0,484.5,675.3,523.9
2094,313,car,FRONT OBJECT,8.2,,698.4,462.1,859.1,625.8
2094,317,car,FRONT OBJECT,33.7,3.0,616.4,484.3,671.7,524.4
2095,313,car,FRONT OBJECT,8.3,,697.5,462.2,856.3,624.0
2095,317,car,FRONT OBJECT,33.1,2.6,612.9,483.7,669.1,524.6
2095,317,car,TTC WARNING,33.1,2.6,612.9,483.7,669.1,524.6
2096,313,car,FRONT OBJECT,8.4,,695.5,461.9,854.1,623.6
2096,317,car,FRONT OBJECT,32.7,2.3,609.5,483.5,666.5,524.8
2096,317,car,TTC WARNING,32.7,2.3,609.5,483.5,666.5,524.8
2097,313,car,FRONT OBJECT,8.2,,691.5,461.5,852.2,626.1
2097,317,car,FRONT OBJECT,32.4,2.2,606.4,483.5,663.9,525.2
2097,317,car,TTC WARNING,32.4,2.2,606.4,483.5,663.9,525.2
2098,313,car,FRONT OBJECT,8.1,,688.9,461.4,850.6,627.7
2098,317,car,FRONT OBJECT,31.9,2.0,602.3,483.7,660.9,526.0
2098,317,car,TTC WARNING,31.9,2.0,602.3,483.7,660.9,526.0
2099,313,car,FRONT OBJECT,8.3,,688.8,461.7,847.2,624.5
2099,317,car,FRONT OBJECT,31.3,1.9,598.8,483.4,658.6,526.4
2099,317,car,TTC WARNING,31.3,1.9,598.8,483.4,658.6,526.4
2100,313,car,FRONT OBJECT,8.4,,687.0,461.3,843.2,621.7
2100,317,car,FRONT OBJECT,31.4,2.2,596.2,482.8,656.0,525.8
2100,317,car,TTC WARNING,31.4,2.2,596.2,482.8,656.0,525.8
2101,313,car,FRONT OBJECT,8.6,,686.6,460.9,840.0,618.0
2101,317,car,FRONT OBJECT,31.2,2.3,592.7,482.9,652.8,526.1
2101,317,car,TTC WARNING,31.2,2.3,592.7,482.9,652.8,526.1
2102,313,car,FRONT OBJECT,8.6,,684.6,460.7,837.9,617.0
2102,317,car,FRONT OBJECT,31.1,2.9,590.3,482.6,650.8,526.1
2102,317,car,TTC WARNING,31.1,2.9,590.3,482.6,650.8,526.1
2103,313,car,FRONT OBJECT,8.8,,685.0,462.0,836.0,615.6
2103,317,car,FRONT OBJECT,30.2,2.9,586.4,482.0,648.6,526.6
2103,317,car,TTC WARNING,30.2,2.9,586.4,482.0,648.6,526.6
2104,313,car,FRONT OBJECT,8.9,,685.4,462.8,835.3,614.8
2104,317,car,FRONT OBJECT,29.2,2.6,582.1,481.4,646.4,527.6
2104,317,car,TTC WARNING,29.2,2.6,582.1,481.4,646.4,527.6
2105,313,car,FRONT OBJECT,8.8,,683.3,462.9,835.1,616.7
2105,317,car,FRONT OBJECT,28.7,2.3,579.0,481.0,644.6,528.0
2105,317,car,TTC WARNING,28.7,2.3,579.0,481.0,644.6,528.0
2106,313,car,FRONT OBJECT,8.8,,682.7,462.5,833.8,615.3
2106,317,car,FRONT OBJECT,28.5,2.2,576.8,481.2,643.2,528.6
2106,317,car,TTC WARNING,28.5,2.2,576.8,481.2,643.2,528.6
2107,313,car,FRONT OBJECT,9.0,,683.7,462.4,832.1,612.0
2107,317,car,FRONT OBJECT,28.4,2.2,574.1,481.3,641.0,528.9
2107,317,car,TTC WARNING,28.4,2.2,574.1,481.3,641.0,528.9
2108,313,car,FRONT OBJECT,9.2,,683.8,461.9,829.5,608.2
2108,317,car,FRONT OBJECT,27.9,2.1,571.0,480.6,639.1,528.9
2108,317,car,TTC WARNING,27.9,2.1,571.0,480.6,639.1,528.9
2109,313,car,FRONT OBJECT,9.3,,681.9,462.2,827.0,607.4
2109,317,car,FRONT OBJECT,27.5,2.0,567.5,480.4,636.8,529.6
2109,317,car,TTC WARNING,27.5,2.0,567.5,480.4,636.8,529.6
2110,313,car,FRONT OBJECT,9.4,,681.1,462.3,825.7,606.5
2110,317,car,FRONT OBJECT,27.2,2.0,564.6,480.5,634.8,530.2
2110,317,car,TTC WARNING,27.2,2.0,564.6,480.5,634.8,530.2
2111,313,car,FRONT OBJECT,9.3,,678.9,462.7,825.0,607.9
2111,317,car,FRONT OBJECT,26.4,2.0,561.4,480.5,633.8,531.7
2111,317,car,TTC WARNING,26.4,2.0,561.4,480.5,633.8,531.7
2112,313,car,FRONT OBJECT,9.3,,677.1,463.0,823.3,608.2
2112,317,car,FRONT OBJECT,26.1,2.1,558.1,480.9,631.1,532.6
2112,317,car,TTC WARNING,26.1,2.1,558.1,480.9,631.1,532.6
2113,313,car,FRONT OBJECT,9.3,,675.7,462.8,822.7,608.7
2113,317,car,FRONT OBJECT,25.8,2.2,555.2,481.2,629.0,533.5
2113,317,car,TTC WARNING,25.8,2.2,555.2,481.2,629.0,533.5
2114,313,car,FRONT OBJECT,9.3,,674.9,463.0,821.1,608.0
2114,317,car,FRONT OBJECT,25.0,2.0,551.7,480.6,627.8,534.7
2114,317,car,TTC WARNING,25.0,2.0,551.7,480.6,627.8,534.7
2115,313,car,FRONT OBJECT,9.2,,673.9,463.0,821.6,609.6
2115,317,car,FRONT OBJECT,24.7,1.8,549.2,480.4,626.1,535.0
2115,317,car,TTC WARNING,24.7,1.8,549.2,480.4,626.1,535.0
2116,313,car,FRONT OBJECT,9.3,,673.3,462.9,820.0,608.8
2116,317,car,FRONT OBJECT,23.8,1.6,544.4,480.2,624.0,536.9
2116,317,car,TTC WARNING,23.8,1.6,544.4,480.2,624.0,536.9
2117,313,car,FRONT OBJECT,9.1,,671.5,462.8,820.0,610.8
2117,317,car,FRONT OBJECT,23.3,1.5,541.0,480.3,621.9,538.2
2117,317,car,TTC WARNING,23.3,1.5,541.0,480.3,621.9,538.2
2118,313,car,FRONT OBJECT,9.2,15.3,671.2,463.3,818.6,610.4
2118,317,car,FRONT OBJECT,22.8,1.4,537.6,479.9,620.2,539.1
2118,317,car,TTC WARNING,22.8,1.4,537.6,479.9,620.2,539.1
2119,313,car,FRONT OBJECT,9.2,14.1,670.6,463.6,817.3,610.1
2119,317,car,FRONT OBJECT,22.2,1.3,534.3,479.5,619.0,540.3
2119,317,car,TTC WARNING,22.2,1.3,534.3,479.5,619.0,540.3
2120,313,car,FRONT OBJECT,9.5,,671.5,464.5,814.1,606.4
2120,317,car,FRONT OBJECT,21.8,1.3,531.4,479.3,617.3,541.3
2120,317,car,TTC WARNING,21.8,1.3,531.4,479.3,617.3,541.3
2121,313,car,FRONT OBJECT,9.7,,672.0,464.7,811.9,603.6
2121,317,car,FRONT OBJECT,21.1,1.2,527.3,479.3,615.7,543.3
2121,317,car,TTC WARNING,21.1,1.2,527.3,479.3,615.7,543.3
2121,320,car,FRONT OBJECT,31.1,,665.5,473.9,725.2,517.3
2122,313,car,FRONT OBJECT,9.5,,670.1,464.4,812.5,605.9
2122,317,car,FRONT OBJECT,20.8,1.2,523.7,479.2,613.4,544.0
2122,317,car,TTC WARNING,20.8,1.2,523.7,479.2,613.4,544.0
2122,320,car,FRONT OBJECT,31.1,,665.3,473.8,724.9,517.1
2123,313,car,FRONT OBJECT,10.0,,673.5,464.9,810.2,600.3
2123,317,car,FRONT OBJECT,20.1,1.2,517.9,479.1,611.2,546.3
2123,317,car,TTC WARNING,20.1,1.2,517.9,479.1,611.2,546.3
2123,320,car,FRONT OBJECT,32.0,,665.6,474.8,723.7,516.9
2124,313,car,FRONT OBJECT,10.1,,674.0,464.8,809.0,598.1
2124,317,car,FRONT OBJECT,19.8,1.2,513.8,478.9,608.6,547.0
2124,317,car,TTC WARNING,19.8,1.2,513.8,478.9,608.6,547.0
2124,320,car,FRONT OBJECT,33.1,,662.8,475.6,719.0,516.3
2125,313,car,FRONT OBJECT,10.2,,673.8,464.6,808.6,597.2
2125,317,car,FRONT OBJECT,19.3,1.3,509.0,478.4,606.5,548.4
2125,317,car,TTC WARNING,19.3,1.3,509.0,478.4,606.5,548.4
2125,320,car,FRONT OBJECT,33.6,,659.9,476.2,715.4,516.4
2126,313,car,FRONT OBJECT,10.3,,673.8,464.5,807.8,596.0
2126,317,car,FRONT OBJECT,19.1,1.3,505.2,478.2,603.6,548.7
2126,317,car,TTC WARNING,19.1,1.3,505.2,478.2,603.6,548.7
2126,320,car,FRONT OBJECT,34.4,,656.7,476.3,710.7,515.5
2127,313,car,FRONT OBJECT,10.3,,673.3,464.4,807.1,595.1
2127,317,car,FRONT OBJECT,18.6,1.3,499.4,478.0,601.0,550.8
2127,317,car,TTC WARNING,18.6,1.3,499.4,478.0,601.0,550.8
2127,320,car,FRONT OBJECT,35.1,,654.5,476.7,707.2,515.1
2128,313,car,FRONT OBJECT,10.4,,673.4,464.4,806.4,593.7
2128,317,car,FRONT OBJECT,17.6,1.2,492.4,477.6,598.9,554.0
2128,317,car,TTC WARNING,17.6,1.2,492.4,477.6,598.9,554.0
2128,320,car,FRONT OBJECT,36.2,,652.2,476.9,703.0,514.1
2129,313,car,FRONT OBJECT,10.5,,672.4,464.1,805.4,592.9
2129,317,car,FRONT OBJECT,17.0,1.1,486.8,477.6,597.0,556.8
2129,317,car,TTC WARNING,17.0,1.1,486.8,477.6,597.0,556.8
2129,320,car,FRONT OBJECT,36.1,,650.7,476.5,701.3,513.8
2130,313,car,FRONT OBJECT,10.5,,671.2,463.9,804.2,592.4
2130,317,car,FRONT OBJECT,16.6,1.1,481.6,477.4,594.7,558.7
2130,317,car,TTC WARNING,16.6,1.1,481.6,477.4,594.7,558.7
2130,320,car,FRONT OBJECT,35.5,,648.4,476.1,699.7,514.1
2131,313,car,FRONT OBJECT,10.6,,670.2,463.7,802.9,591.6
2131,317,car,FRONT OBJECT,16.3,1.1,475.8,477.2,591.3,560.2
2131,317,car,TTC WARNING,16.3,1.1,475.8,477.2,591.3,560.2
2131,320,car,FRONT OBJECT,35.3,,646.9,476.0,698.2,514.3
2132,313,car,FRONT OBJECT,10.6,,669.6,463.9,802.3,591.4
2132,317,car,FRONT OBJECT,15.9,1.1,469.3,477.0,587.8,561.9
2132,317,car,TTC WARNING,15.9,1.1,469.3,477.0,587.8,561.9
2132,320,car,FRONT OBJECT,35.1,,646.0,475.8,697.6,514.3
2133,313,car,FRONT OBJECT,10.6,,668.4,463.9,801.5,591.7
2133,317,car,FRONT OBJECT,15.5,1.0,462.7,476.7,584.6,563.9
2133,317,car,TTC WARNING,15.5,1.0,462.7,476.7,584.6,563.9
2133,320,car,FRONT OBJECT,34.5,,644.6,475.6,696.9,514.7
2134,313,car,FRONT OBJECT,10.6,,666.9,463.7,799.9,591.2
2134,317,car,FRONT OBJECT,15.0,1.0,454.8,476.3,581.0,566.2
2134,317,car,TTC WARNING,15.0,1.0,454.8,476.3,581.0,566.2
2134,320,car,FRONT OBJECT,34.1,,642.3,475.5,695.2,515.1
2135,313,car,FRONT OBJECT,10.6,,666.1,463.8,799.3,591.3
2135,317,car,FRONT OBJECT,14.4,1.0,446.9,476.0,578.1,569.5
2135,317,car,TTC WARNING,14.4,1.0,446.9,476.0,578.1,569.5
2135,320,car,FRONT OBJECT,33.9,8.0,640.2,475.4,693.2,515.3
2136,313,car,FRONT OBJECT,10.7,,665.8,464.6,798.4,591.2
