frame,track_id,class_id,class_name,confidence,x1,y1,x2,y2
21,7,0,person,0.6700,443.7,236.6,457.6,277.5
22,1,2,car,0.7422,279.9,236.9,303.5,255.2
22,2,0,person,0.6580,460.0,233.3,474.9,276.2
22,5,0,person,0.4038,239.2,236.1,250.4,259.5
22,3,2,car,0.5723,316.3,239.1,339.7,258.6
22,6,0,person,0.7000,432.6,238.8,443.5,267.9
22,7,0,person,0.6340,445.7,237.0,458.6,277.1
22,8,0,person,0.5475,422.9,243.6,433.4,268.0
23,1,2,car,0.7345,279.6,236.9,302.9,255.3
23,2,0,person,0.6187,460.0,233.3,475.9,277.1
23,5,0,person,0.4404,238.7,236.4,250.0,259.8
23,3,2,car,0.6191,316.1,238.9,339.3,258.6
23,6,0,person,0.6600,433.5,238.5,444.5,267.8
23,7,0,person,0.6392,446.0,237.6,459.7,277.5
23,8,0,person,0.6061,423.4,243.9,434.5,268.2
24,1,2,car,0.7204,279.4,237.3,302.2,255.6
24,2,0,person,0.6303,461.6,233.3,477.9,278.4
24,3,2,car,0.5901,315.9,237.7,339.0,258.8
24,6,0,person,0.6261,434.2,238.1,445.5,268.5
24,7,0,person,0.6871,447.9,238.3,460.8,277.6
24,8,0,person,0.6551,423.8,244.0,435.5,268.5
25,1,2,car,0.7177,279.4,237.4,301.8,255.6
25,2,0,person,0.6110,462.8,232.4,479.7,279.0
25,3,2,car,0.6056,315.8,239.0,338.7,258.9
25,6,0,person,0.6717,435.0,238.4,446.0,268.3
25,7,0,person,0.5909,449.6,238.4,461.9,278.1
25,8,0,person,0.6014,424.1,244.4,435.5,268.5
26,1,2,car,0.7227,279.1,237.6,301.3,256.0
26,2,0,person,0.6036,465.5,233.7,482.4,278.5
26,3,2,car,0.6511,315.4,241.0,338.4,259.1
26,6,0,person,0.5649,436.4,240.6,447.0,269.1
26,7,0,person,0.5423,450.7,239.4,463.8,279.0
26,8,0,person,0.5609,425.2,244.6,437.6,270.6
26,5,0,person,0.4760,236.5,236.2,248.1,260.7
27,1,2,car,0.7346,278.7,237.7,300.9,256.1
27,2,0,person,0.6239,468.1,234.8,483.6,279.7
27,3,2,car,0.6701,315.1,241.7,338.2,259.1
27,6,0,person,0.5547,437.2,241.3,447.6,269.7
27,7,0,person,0.4856,451.6,238.3,464.8,279.6
27,8,0,person,0.5537,426.0,244.3,438.6,271.5
27,5,0,person,0.4597,235.7,236.4,247.6,260.9
28,1,2,car,0.7516,277.8,238.0,300.7,256.5
28,2,0,person,0.7026,468.9,234.2,485.2,281.7
28,3,2,car,0.6773,314.8,241.7,337.7,259.5
28,6,0,person,0.5294,437.7,239.2,448.8,271.3
28,7,0,person,0.6799,452.7,235.9,466.7,280.1
28,8,0,person,0.5781,427.0,245.2,439.6,272.1
28,5,0,person,0.4702,235.0,236.7,246.8,260.6
29,1,2,car,0.7474,277.1,238.1,300.3,256.6
29,2,0,person,0.7531,469.9,234.7,486.8,283.1
29,3,2,car,0.6461,314.4,241.3,337.4,259.7
29,6,0,person,0.5288,438.0,238.0,449.7,271.7
29,7,0,person,0.6362,453.8,235.8,468.1,281.0
29,8,0,person,0.4441,427.5,245.7,440.0,272.4
29,5,0,person,0.4238,233.7,236.5,246.0,260.4
30,1,2,car,0.7614,275.8,238.1,299.6,257.0
30,2,0,person,0.7229,471.0,235.6,488.2,283.9
30,3,2,car,0.7006,313.8,241.0,337.1,260.1
30,6,0,person,0.5859,438.7,239.5,449.9,272.0
30,7,0,person,0.4938,455.0,237.3,469.0,281.8
30,8,0,person,0.4538,428.1,246.3,440.0,272.5
30,5,0,person,0.4868,232.4,237.2,245.4,261.4
31,1,2,car,0.7806,275.1,238.2,299.2,257.3
31,2,0,person,0.6981,472.2,235.9,489.2,284.1
31,3,2,car,0.6962,313.3,241.0,336.7,260.2
31,6,0,person,0.6537,439.2,239.6,450.2,273.3
31,7,0,person,0.4641,456.6,240.1,470.5,282.5
31,8,0,person,0.5313,428.7,246.9,440.1,273.4
31,5,0,person,0.5206,231.5,237.5,244.1,262.0
32,1,2,car,0.7923,274.3,238.3,298.6,257.5
32,2,0,person,0.7171,473.9,236.4,491.1,285.0
32,3,2,car,0.6117,312.7,241.1,335.9,260.7
32,6,0,person,0.6866,439.4,238.7,450.6,274.0
32,7,0,person,0.6413,457.5,238.5,471.6,283.1
32,8,0,person,0.4657,428.9,246.9,439.5,274.1
32,5,0,person,0.5672,230.8,238.2,243.2,262.1
33,1,2,car,0.7998,273.6,238.4,298.0,257.6
33,2,0,person,0.7123,474.8,235.9,492.4,286.0
33,3,2,car,0.5993,312.2,241.0,335.7,260.9
33,6,0,person,0.7068,439.5,238.0,451.4,274.7
33,7,0,person,0.6005,458.2,237.2,473.0,283.8
33,8,0,person,0.4290,429.2,247.2,439.8,274.8
33,5,0,person,0.5558,230.0,238.6,242.6,262.4
34,1,2,car,0.8015,272.9,238.5,297.3,257.9
34,2,0,person,0.7440,475.7,236.3,494.3,286.2
34,3,2,car,0.6128,311.4,241.0,335.3,261.2
34,6,0,person,0.7131,440.6,237.6,452.3,275.1
34,7,0,person,0.7595,458.6,237.1,475.1,285.1
34,8,0,person,0.4674,429.8,247.3,440.9,275.1
34,5,0,person,0.5874,228.4,238.7,241.7,262.6
35,1,2,car,0.8179,272.4,238.6,296.8,258.1
35,2,0,person,0.7483,477.4,236.3,495.9,286.3
35,3,2,car,0.6700,311.0,241.3,334.7,261.4
35,6,0,person,0.6370,441.2,237.8,452.9,275.1
35,7,0,person,0.6937,460.0,238.1,476.0,286.0
35,5,0,person,0.6510,227.3,238.4,240.5,262.7
36,1,2,car,0.7786,271.8,238.6,296.8,258.4
36,2,0,person,0.7586,478.4,235.8,497.5,287.2
36,3,2,car,0.6710,310.2,241.7,334.6,261.8
36,6,0,person,0.6394,442.3,238.2,454.3,275.6
36,7,0,person,0.6962,462.0,238.6,477.1,287.1
36,5,0,person,0.6873,225.9,238.4,239.2,262.9
37,1,2,car,0.7595,271.2,238.7,296.5,258.6
37,2,0,person,0.8116,479.8,235.3,498.9,287.4
37,3,2,car,0.5679,309.6,241.7,334.3,262.0
37,6,0,person,0.6807,443.1,238.2,455.4,276.6
37,7,0,person,0.7581,463.5,239.0,479.0,287.7
37,5,0,person,0.6259,225.0,238.8,238.1,262.9
38,1,2,car,0.7378,270.8,239.1,295.6,258.9
38,2,0,person,0.8092,481.2,235.2,500.8,288.2
38,3,2,car,0.6062,309.3,242.6,333.5,262.4
38,6,0,person,0.6284,443.6,238.5,456.1,276.9
38,7,0,person,0.7689,465.5,239.7,480.4,288.5
38,5,0,person,0.4215,223.7,238.7,236.9,263.2
39,1,2,car,0.7317,270.2,239.2,295.0,259.1
39,2,0,person,0.8205,482.8,234.9,502.3,288.5
39,3,2,car,0.6468,308.9,242.9,332.9,262.6
39,6,0,person,0.6750,444.0,238.4,456.8,277.2
39,7,0,person,0.7910,467.1,240.1,481.8,289.6
39,5,0,person,0.5701,222.7,238.7,235.7,263.8
40,1,2,car,0.7495,269.3,239.4,294.4,259.5
40,2,0,person,0.7929,484.2,235.0,504.3,289.5
40,3,2,car,0.6026,308.0,242.7,332.4,263.0
40,6,0,person,0.7588,444.7,238.3,457.8,277.1
40,7,0,person,0.7291,468.9,239.2,483.9,291.6
40,5,0,person,0.5838,221.0,238.4,234.6,264.6
41,1,2,car,0.7136,268.2,239.4,293.6,259.8
41,2,0,person,0.7146,486.0,235.1,506.0,290.9
41,3,2,car,0.5752,307.4,241.6,332.1,263.2
41,6,0,person,0.7642,445.2,238.0,458.5,276.8
41,7,0,person,0.6957,470.2,240.1,485.9,292.1
41,5,0,person,0.5374,220.1,238.8,234.1,264.3
42,1,2,car,0.7741,267.6,239.5,292.9,260.1
42,2,0,person,0.7414,488.6,235.1,508.9,292.0
42,3,2,car,0.5374,306.4,239.8,331.6,263.4
42,6,0,person,0.7508,445.8,238.5,459.5,278.1
42,7,0,person,0.6278,471.8,237.9,487.9,292.5
42,5,0,person,0.5391,219.0,238.4,233.0,264.9
43,1,2,car,0.7878,267.0,239.4,292.1,260.2
43,2,0,person,0.8271,490.0,235.2,511.2,292.8
43,3,2,car,0.6443,305.7,239.9,330.9,263.7
43,6,0,person,0.7626,446.2,238.7,460.3,279.2
43,7,0,person,0.6072,473.3,238.1,490.2,292.8
43,5,0,person,0.5972,217.5,238.4,232.0,265.1
44,1,2,car,0.7833,266.5,239.8,291.2,260.2
44,2,0,person,0.7866,492.0,235.5,514.7,294.1
44,3,2,car,0.6239,305.1,239.9,330.4,263.9
44,6,0,person,0.7331,447.2,238.7,461.0,280.1
44,7,0,person,0.7164,475.0,238.7,492.9,293.4
44,5,0,person,0.4827,216.7,239.0,230.9,265.3
45,1,2,car,0.7639,265.8,239.9,290.6,260.1
45,2,0,person,0.7237,493.4,235.7,516.0,294.7
45,3,2,car,0.5648,304.6,240.1,329.9,263.9
45,6,0,person,0.7307,447.7,238.5,461.6,280.3
45,7,0,person,0.7453,476.1,239.4,493.4,293.7
46,1,2,car,0.7747,264.9,240.3,289.6,260.0
46,2,0,person,0.7850,495.5,235.9,519.8,295.8
46,3,2,car,0.4102,304.0,237.3,329.6,264.0
46,6,0,person,0.7479,448.3,238.4,463.8,281.2
46,7,0,person,0.7339,477.1,239.5,495.0,294.6
47,1,2,car,0.7852,263.9,240.5,288.7,260.2
47,2,0,person,0.8481,497.6,236.2,521.2,296.7
47,3,2,car,0.4105,303.1,237.1,328.7,264.1
47,6,0,person,0.7932,449.0,238.5,465.2,282.2
47,7,0,person,0.6555,478.9,240.0,496.9,295.5
47,5,0,person,0.5419,214.8,239.3,226.2,265.8
48,1,2,car,0.8090,262.7,241.0,288.1,260.4
48,2,0,person,0.8137,500.1,235.7,523.9,297.9
48,3,7,truck,0.3634,302.1,235.6,328.7,264.4
48,6,0,person,0.7743,449.7,238.6,466.6,282.8
48,7,0,person,0.6315,481.1,240.6,498.5,296.8
48,5,0,person,0.5497,212.6,239.2,225.2,265.5
49,1,2,car,0.8015,261.7,240.9,287.3,260.4
49,2,0,person,0.8335,502.5,235.5,525.5,299.5
49,3,2,car,0.5799,300.7,236.3,327.3,263.9
49,6,0,person,0.7450,450.1,238.8,467.3,283.0
49,7,0,person,0.5322,482.3,241.3,500.3,297.9
49,5,0,person,0.4786,211.2,238.8,224.1,265.7
50,1,2,car,0.7946,260.9,240.9,286.4,260.5
50,2,0,person,0.8642,504.2,235.5,527.8,300.2
50,3,2,car,0.5253,299.9,236.4,326.4,263.7
50,6,0,person,0.7349,451.2,239.2,468.0,283.5
50,7,0,person,0.6842,485.1,241.9,503.0,298.9
50,5,0,person,0.5986,210.4,238.6,221.8,266.0
50,10,7,truck,0.5052,299.8,235.0,327.2,264.5
50,8,0,person,0.6122,439.9,250.3,455.0,283.7
51,1,2,car,0.7890,260.1,240.7,285.4,260.5
51,2,0,person,0.8338,506.0,235.3,529.8,301.0
51,3,2,car,0.5186,299.1,236.3,325.9,263.7
51,6,0,person,0.7308,451.9,239.4,469.0,284.1
51,7,0,person,0.6741,486.7,242.0,506.3,299.7
51,5,0,person,0.5369,209.3,238.8,220.3,266.0
51,8,0,person,0.5097,440.4,249.9,455.7,284.1
52,1,2,car,0.7629,259.3,240.5,284.3,260.5
52,2,0,person,0.8097,508.3,234.7,532.4,301.6
52,3,7,truck,0.3796,298.0,235.4,325.2,264.6
52,6,0,person,0.7411,453.0,239.8,469.5,284.7
52,7,0,person,0.7044,488.7,242.2,508.6,300.5
52,5,0,person,0.5807,208.4,239.0,218.8,266.2
52,8,0,person,0.4329,441.0,250.1,456.6,284.6
53,1,2,car,0.7974,258.1,240.5,282.9,260.7
53,2,0,person,0.8249,511.2,234.5,535.0,302.5
53,3,2,car,0.5349,296.9,234.8,324.4,264.7
53,6,0,person,0.7495,454.0,240.0,470.3,285.1
53,7,0,person,0.8192,491.7,242.0,511.2,302.1
53,5,0,person,0.5459,206.6,239.2,217.4,266.0
53,8,0,person,0.5137,442.0,248.8,457.3,285.2
53,12,7,truck,0.4378,296.8,235.0,324.7,265.1
54,1,2,car,0.7453,256.9,240.6,281.9,260.7
54,2,0,person,0.8350,512.8,234.4,537.7,303.6
54,3,7,truck,0.3916,296.2,234.6,323.2,265.1
54,6,0,person,0.7778,454.9,239.9,471.7,285.6
54,7,0,person,0.7611,493.7,241.5,513.8,303.5
54,5,0,person,0.5991,204.4,239.2,215.9,266.4
54,8,0,person,0.5383,442.8,248.4,457.8,285.9
54,12,2,car,0.4506,296.2,235.3,323.4,265.1
55,1,2,car,0.7626,255.7,240.7,280.6,260.9
55,2,0,person,0.8304,515.9,233.7,540.8,304.7
55,3,7,truck,0.3570,295.2,234.7,322.7,265.5
55,6,0,person,0.7971,455.9,239.6,473.3,286.5
55,7,0,person,0.7373,496.6,241.7,516.3,305.5
55,5,0,person,0.6020,203.9,239.3,214.1,266.6
55,12,2,car,0.5674,295.5,235.3,323.0,265.3
55,13,0,person,0.4160,371.5,242.5,378.2,257.8
56,1,2,car,0.7270,254.5,240.9,279.6,260.9
56,2,0,person,0.8480,519.4,233.6,544.0,305.6
56,3,7,truck,0.4211,294.1,234.9,322.2,265.8
56,6,0,person,0.7683,456.8,239.4,474.1,287.1
56,7,0,person,0.8049,498.4,241.7,519.5,307.0
56,5,0,person,0.5188,202.2,239.6,212.5,266.8
56,12,2,car,0.4943,294.0,235.5,321.9,265.6
57,1,2,car,0.7629,253.0,241.0,278.9,261.3
57,2,0,person,0.8222,522.2,233.6,546.7,307.3
57,3,7,truck,0.3539,293.0,235.1,320.9,265.9
57,6,0,person,0.7576,457.7,238.5,475.0,288.1
57,7,0,person,0.7430,499.6,240.5,522.0,308.3
57,5,0,person,0.6173,200.4,239.6,211.0,266.8
57,12,2,car,0.5514,292.7,235.5,320.3,265.7
57,13,0,person,0.3873,369.8,243.1,376.6,257.2
58,1,2,car,0.7865,251.5,241.1,277.9,261.3
58,2,0,person,0.8448,524.7,233.3,549.9,308.2
58,6,0,person,0.7725,458.7,238.1,476.0,288.1
58,7,0,person,0.7481,501.3,240.8,524.6,308.9
58,5,0,person,0.6409,198.9,239.7,209.5,267.4
58,13,0,person,0.3926,369.0,243.2,375.8,256.8
59,1,2,car,0.8037,250.4,241.3,276.9,261.6
59,2,0,person,0.8326,528.3,233.3,554.0,309.6
59,6,0,person,0.7602,459.8,238.4,477.6,288.7
59,7,0,person,0.8338,504.9,240.7,528.1,310.6
59,5,0,person,0.6146,196.5,239.4,207.9,269.6
59,13,0,person,0.3650,368.3,243.2,375.5,256.8
59,8,0,person,0.3970,446.2,252.0,464.4,290.2
59,3,2,car,0.4414,290.3,234.2,318.3,266.1
60,1,2,car,0.7769,249.4,241.3,275.7,261.6
60,2,0,person,0.8575,531.4,233.4,558.1,311.4
60,6,0,person,0.7377,460.5,238.6,478.8,289.1
60,7,0,person,0.8649,507.4,240.1,530.8,312.0
60,5,0,person,0.6466,194.8,238.9,205.8,270.3
60,13,0,person,0.4611,367.3,243.0,375.0,256.7
60,3,2,car,0.4597,289.3,234.3,317.5,265.7
61,1,2,car,0.7602,247.7,241.2,274.5,261.6
61,2,0,person,0.8497,535.6,233.8,561.9,313.4
61,6,0,person,0.7492,461.9,239.0,480.0,291.4
61,7,0,person,0.8438,511.0,240.0,533.9,313.5
61,5,0,person,0.6558,192.6,239.1,204.4,270.5
61,3,2,car,0.6775,288.0,234.2,316.4,266.2
62,1,2,car,0.7783,246.2,241.1,273.2,261.7
62,2,0,person,0.8533,538.8,233.7,566.3,315.1
62,6,0,person,0.7905,463.4,239.3,481.1,292.0
62,7,0,person,0.8143,515.4,240.3,537.0,314.6
62,5,0,person,0.4763,191.0,239.5,202.9,267.8
62,3,2,car,0.6115,286.9,234.7,315.2,266.4
62,8,0,person,0.3621,449.1,252.5,466.5,291.7
63,1,2,car,0.7830,245.1,241.0,272.0,261.7
63,2,0,person,0.8322,542.9,233.5,570.9,317.2
63,6,0,person,0.8078,463.9,239.2,482.2,292.6
63,7,0,person,0.8167,519.6,240.2,540.3,315.7
63,5,0,person,0.6331,189.2,239.4,201.2,268.8
63,3,2,car,0.4230,286.0,234.4,314.5,266.5
64,1,2,car,0.7806,243.9,241.3,270.8,261.8
64,2,0,person,0.8431,546.2,233.3,577.3,318.4
64,6,0,person,0.7766,464.7,239.3,483.3,293.8
64,7,0,person,0.8379,521.1,240.1,544.5,318.0
64,5,0,person,0.6751,186.5,238.7,199.3,270.1
64,3,2,car,0.4006,284.7,233.8,313.2,266.8
64,17,2,car,0.5448,485.8,245.4,512.2,264.5
64,8,0,person,0.5005,450.6,253.7,467.5,293.2
65,1,2,car,0.8018,242.7,241.0,269.7,262.1
65,2,0,person,0.8767,550.1,233.4,581.6,320.3
65,6,0,person,0.7781,465.9,239.3,484.3,294.4
65,7,0,person,0.8218,523.9,240.2,548.2,319.8
65,5,0,person,0.6832,184.4,238.4,197.5,270.8
65,3,5,bus,0.5791,283.2,233.6,312.3,267.0
65,17,2,car,0.3785,487.1,246.7,513.3,264.0
65,8,0,person,0.5137,451.2,253.9,467.2,294.4
66,1,2,car,0.8111,241.4,241.0,268.2,262.4
66,2,0,person,0.8759,554.2,233.1,586.2,322.0
66,6,0,person,0.7341,467.3,239.1,487.8,295.4
66,7,0,person,0.8154,526.6,240.7,552.8,321.9
66,5,0,person,0.7174,181.7,239.0,195.2,270.7
66,3,2,car,0.5328,281.7,233.4,311.0,267.4
66,8,0,person,0.6138,451.7,253.6,468.4,295.2
67,1,2,car,0.7771,240.1,241.1,267.0,262.3
67,2,0,person,0.8320,558.0,232.4,590.7,323.4
67,6,0,person,0.7639,468.1,238.8,489.3,296.4
67,7,0,person,0.8097,530.8,240.4,556.9,323.3
67,5,0,person,0.6903,180.1,239.2,193.7,270.1
67,3,2,car,0.5892,280.6,233.1,310.3,267.2
67,8,0,person,0.5285,452.0,253.1,468.8,295.4
68,1,2,car,0.7511,238.2,240.8,265.8,262.6
68,2,0,person,0.8718,562.2,232.2,594.6,325.2
68,6,0,person,0.7623,469.1,238.6,490.1,297.5
68,7,0,person,0.8281,535.8,240.5,562.4,325.6
68,5,0,person,0.6712,178.0,238.5,191.6,270.2
68,3,2,car,0.6790,279.4,233.7,309.1,267.3
68,8,0,person,0.6127,452.9,253.3,470.2,296.3
69,1,2,car,0.7781,236.9,240.7,264.6,262.5
69,2,0,person,0.8689,567.4,231.4,601.3,327.3
69,6,0,person,0.7720,470.5,237.8,491.1,298.2
69,7,0,person,0.8319,539.1,240.9,567.8,328.5
69,5,0,person,0.6444,175.6,237.9,189.6,270.8
69,3,2,car,0.6666,278.3,234.0,308.2,267.4
69,8,0,person,0.6332,453.8,253.3,471.9,297.4
69,19,0,person,0.4549,162.2,240.3,173.8,265.8
70,1,2,car,0.7378,234.9,240.9,263.5,262.5
70,2,0,person,0.8491,573.1,230.6,607.9,329.5
70,6,0,person,0.7615,472.1,236.9,494.4,298.7
70,7,0,person,0.8319,544.4,240.6,573.0,331.3
70,5,0,person,0.6006,173.2,239.0,187.4,271.2
70,3,2,car,0.5631,276.7,234.1,307.0,267.6
70,19,0,person,0.3693,160.0,241.0,172.5,265.6
70,20,7,truck,0.3852,276.3,233.9,306.9,267.6
70,13,0,person,0.3617,358.6,242.3,367.6,257.9
71,1,2,car,0.7891,233.9,240.8,262.4,262.6
71,2,0,person,0.8794,579.2,230.2,615.2,330.2
71,6,0,person,0.7667,474.4,237.0,496.2,299.5
71,7,0,person,0.8475,549.3,240.6,580.1,334.7
71,5,0,person,0.7263,170.7,239.3,185.2,271.4
71,3,2,car,0.5263,275.3,233.6,306.3,267.6
71,19,0,person,0.3748,157.4,240.5,169.7,266.2
71,13,0,person,0.3694,358.1,242.6,367.2,257.9
72,1,2,car,0.7621,232.7,240.5,261.1,262.8
72,2,0,person,0.8650,585.6,229.3,622.2,332.1
72,6,0,person,0.7338,475.0,237.5,497.3,300.0
72,7,0,person,0.8536,554.6,241.2,585.8,337.0
72,5,0,person,0.6066,168.3,239.2,182.5,271.3
72,3,2,car,0.6217,273.7,234.0,305.1,267.8
72,19,0,person,0.5507,154.3,240.0,166.9,265.4
72,8,0,person,0.4842,459.1,254.8,479.1,300.2
73,1,2,car,0.7709,230.6,240.5,259.7,262.9
73,2,0,person,0.8703,592.4,229.3,631.9,335.4
73,6,0,person,0.7733,476.4,238.1,499.0,300.8
73,7,0,person,0.8224,559.9,241.2,591.6,339.6
73,5,0,person,0.7062,166.4,239.1,180.4,271.1
73,3,2,car,0.5569,272.8,233.8,304.3,267.6
73,8,0,person,0.6109,461.0,254.9,479.5,300.4
73,13,0,person,0.3625,357.2,243.0,365.2,258.3
74,1,2,car,0.7935,229.3,240.6,258.4,263.4
74,2,0,person,0.8294,599.9,230.4,639.4,338.5
74,6,0,person,0.7464,477.4,237.5,502.7,302.5
74,7,0,person,0.7533,565.9,241.1,604.4,342.3
74,5,0,person,0.6663,163.8,239.8,177.5,272.1
74,3,2,car,0.7264,271.2,233.9,302.5,267.9
74,8,0,person,0.6482,463.2,255.2,482.1,302.3
74,19,0,person,0.5223,148.6,239.6,161.5,267.4
75,1,2,car,0.8296,228.6,240.6,257.2,263.2
75,2,0,person,0.8236,607.4,231.2,640.0,335.3
75,6,0,person,0.7239,480.7,237.2,506.8,304.1
75,7,0,person,0.8218,573.6,240.6,608.7,345.1
75,5,0,person,0.6168,161.2,239.8,174.8,272.9
